ID,Economy,Indicator,Year,Type of Reform,Reform Description,
27,Burundi,Parenthood,1973,positive,Burundi introduced paid paternity leave.,
27,Burundi,Marriage,1994,positive,Burundi no longer requires a married woman to obey her husband. Burundi allowed women to obtain a divorce in the same way as men.,
27,Burundi,Mobility,1994,positive,Burundi introduced a new Family Law allowing a woman to choose where to live in the same way as a man.,
27,Burundi,Workplace,1994,positive,Burundi allowed a woman to get a job without permission from her husband.,
27,Burundi,Parenthood,1995,positive,Burundi prohibited the dismissal of pregnant workers.,
27,Burundi,Workplace,1995,positive,Burundi prohibited gender discrimination in employment.,
27,Burundi,Marriage,2010,positive,Burundi enacted legislation protecting women from domestic violence.,
27,Burundi,Workplace,2010,positive,Burundi enacted legislation protecting women from sexual harassment in employment. It also adopted criminal penalties for sexual harassment in employment.,
27,Burundi,Pay,2022,positive,Burundi mandated equal remuneration for work of equal value.,
28,Cabo Verde,Assets,1983,positive,Cabo Verde granted spouses equal rights to immovable property.,
28,Cabo Verde,Entrepreneurship,1983,positive,"Cabo Verde ameded its Civil Code allowing a woman to sing a legally binding contract, register a business and open a bank account without her husband's consent",
28,Cabo Verde,Marriage,1983,positive,Cabo Verde allowed women to be head of household.,
28,Cabo Verde,Mobility,1983,positive,Cabo Verde amended its Civil Code allowing a woman to choose where to live in the same way as a man.,
28,Cabo Verde,Workplace,1983,positive,Cabo Verde allowed a woman to get a job without permission from her husband.,
28,Cabo Verde,Pension,1984,positive,Cabo Verde introduced an old-age pension system that does not establish an age at which women and men can retire with partial pension benefits.,
28,Cabo Verde,Marriage,1999,positive,Cabo Verde gave women the same rights to remarry as men.,
28,Cabo Verde,Entrepreneurship,2005,positive,Cabo Verde's Penal Code made access to credit easier for women by prohibiting gender-based discrimination in financial services.,
28,Cabo Verde,Marriage,2005,positive,Cabo Verde enacted legislation protecting women from domestic violence.,
28,Cabo Verde,Pension,2005,positive,Cabo Verde explicitly accounted for periods of absence due to child care in pension benefits.,
28,Cabo Verde,Workplace,2005,positive,Cabo Verde enacted legislation protecting women from sexual harassment in employment. It adopted criminal penalties for sexual harassment in employment. It also enacted civil remedies for sexual harassment in employment.,
28,Cabo Verde,Parenthood,2009,positive,Cabo Verde prohibited the dismissal of pregnant workers. It also introduced paid paternity leave.,
28,Cabo Verde,Workplace,2009,positive,Cabo Verde prohibited gender discrimination in employment.,
29,Cambodia,Assets,1991,positive,Cambodia granted spouses equal rights to immovable property.,
29,Cambodia,Parenthood,1995,positive,Cambodia prohibited the dismissal of pregnant workers.,
29,Cambodia,Workplace,1998,positive,Cambodia prohibited gender discrimination in employment. It also enacted legislation protecting women from sexual harassment in employment.,
29,Cambodia,Marriage,2007,positive,Cambodia enacted legislation protecting women from domestic violence.,
29,Cambodia,Pay,2009,positive,Cambodia lifted restrictions on women's ability to work at night.,
29,Cambodia,Entrepreneurship,2011,positive,Cambodia's Penal Code made access to credit easier for women by prohibiting gender-based discrimination in financial services.,
29,Cambodia,Workplace,2011,positive,Cambodia adopted criminal penalties for sexual harassment in employment.,
29,Cambodia,Pension,2022,positive,Cambodia introduced an old-age pension system that sets equal ages at which women and men can retire with full pension benefits. It does not establish an age at which women and men can retire with partial pension benefits.,
30,Cameroon,Parenthood,1992,positive,Cameroon increased the duration of paid maternity leave to at least 14 weeks.,
30,Cameroon,Parenthood,1994,positive,Cameroon prohibited the dismissal of pregnant workers.,
30,Cameroon,Workplace,2018,positive,Cameroon prohibited gender discrimination in employment. It also enacted legislation protecting women from sexual harassment in employment and adopted criminal penalties for sexual harassment in employment.,
31,Canada,Workplace,1971,positive,Canada prohibited gender discrimination in employment.,
31,Canada,Parenthood,1973,positive,Canada increased the duration of paid maternity leave to at least 14 weeks.,
31,Canada,Assets,1976,positive,"Canada enacted the Family Law Reform Act, recognizing the value of nonmonetary contributions.",
31,Canada,Entrepreneurship,1978,positive,Canada introduced new legislation that makes access to credit easier for women by prohibiting gender-based discrimination in financial services.,
31,Canada,Mobility,1979,positive,Canada enacted the Family Reform Act allowing a woman to choose where to live in the same way as a man.,
31,Canada,Pension,1979,positive,Canada explicitly accounted for periods of absence due to child care in pension benefits.,
31,Canada,Parenthood,1986,positive,Canada prohibited the dismissal of pregnant workers.,
31,Canada,Workplace,1986,positive,Canada enacted legislation protecting women from sexual harassment in employment.,
31,Canada,Pay,1988,positive,Canada mandated equal remuneration for work of equal value.,
31,Canada,Marriage,1991,positive,Canada enacted legislation protecting women from domestic violence.,
31,Canada,Workplace,1991,positive,Canada adopted criminal penalties for sexual harassment in employment. It also enacted civil remedies for sexual harassment in employment.,
31,Canada,Parenthood,1992,positive,Canada introduced paid parental leave.,
31,Canada,Parenthood,2020,positive,Canada introduced a new parental leave sharing benefit that reserves 35 days of paid parental leave for the father.,
32,Central African Republic,Parenthood,1977,positive,The Central African Republic introduced paid paternity leave.,
32,Central African Republic,Assets,1999,positive,Central African Republic granted spouses equal rights to immovable property and equal administrative authority over assets during marriage.,
32,Central African Republic,Entrepreneurship,1999,positive,Central African Republic introduced a new Family Code allowing a woman to open a bank account in the same way as a man whithout the representation of her husband.,
32,Central African Republic,Marriage,1999,positive,The central African Republic gave women the same rights to remarry as men.,
32,Central African Republic,Workplace,1999,positive,The Central African Republic allowed a woman to get a job without permission from her husband.,
32,Central African Republic,Marriage,2008,positive,Central African Republic enacted legislation protecting women from domestic violence.,
32,Central African Republic,Pension,2008,positive,The Central African Republic equalized the ages at which women and men can retire with full pension benefits. It explicitly accounted for periods of absence due to child care in pension benefits.,
32,Central African Republic,Workplace,2008,positive,The Central African Republic enacted legislation protecting women from sexual harassment in employment. It adopted criminal penalties for sexual harassment in employment.,
32,Central African Republic,Workplace,2010,positive,The Central African Republic prohibited gender discrimination in employment.,
33,Chad,Pension,1979,positive,Chad introduced an old-age pension system that sets equal ages at which women and men can retire with full pension benefits. It does not establish an age at which women and men can retire with partial pension benefits. It explicitly accounted for periods of absence due to child care in pension benefits.,
33,Chad,Parenthood,1998,positive,Chad prohibited the dismissal of pregnant workers.,
33,Chad,Pay,1998,positive,Chad mandated equal remuneration for work of equal value.,
33,Chad,Workplace,1998,positive,Chad prohibited gender discrimination in employment.,
33,Chad,Marriage,2018,positive,Chad enacted legislation protecting women from domestic violence.,
33,Chad,Workplace,2018,positive,Chad enacted legislation protecting women from sexual harassment in employment. It also adopted criminal penalties for sexual harassment in employment.,
