Entity,Code,Year,Employment to population ratio female (%)
Spain,ESP,1982,22.14
Spain,ESP,1983,22.11
Spain,ESP,1984,21.34
Spain,ESP,1985,20.84
Spain,ESP,1986,20.75
Spain,ESP,1987,21.83
Spain,ESP,1988,22.85
Spain,ESP,1989,23.93
Spain,ESP,1990,24.75
Spain,ESP,1991,25.03
Spain,ESP,1992,25.87
Spain,ESP,1993,25.03
Spain,ESP,1994,24.86
Spain,ESP,1995,25.57
Spain,ESP,1996,26.3
Spain,ESP,1997,27.42
Spain,ESP,1998,28.2
Spain,ESP,1999,30.2
Spain,ESP,2000,32.43
Spain,ESP,2001,33.61
Spain,ESP,2002,35.37
Spain,ESP,2003,36.78
Spain,ESP,2004,38.24
Spain,ESP,2005,40.92
Spain,ESP,2006,42.47
Spain,ESP,2007,43.72
Spain,ESP,2008,43.89
Spain,ESP,2009,42.12
Spain,ESP,2010,41.61
Spain,ESP,2011,41.3
Spain,ESP,2012,40.06
Spain,ESP,2013,39.15
Spain,ESP,2014,39.61
Spain,ESP,2015,40.61
Spain,ESP,2016,41.7
Spain,ESP,2017,42.61
Spain,ESP,2018,43.5
Spain,ESP,2019,44.26
Spain,ESP,2020,42.62
Sri Lanka,LKA,1981,15.59
Sri Lanka,LKA,1985,30.23
Sri Lanka,LKA,1993,29.68000031
Sri Lanka,LKA,1994,29.31
Sri Lanka,LKA,1995,29.16
Sri Lanka,LKA,1996,29.78
Sri Lanka,LKA,1997,30.64
Sri Lanka,LKA,1998,35.55
Sri Lanka,LKA,1999,33.6
Sri Lanka,LKA,2000,33.54000092
Sri Lanka,LKA,2001,28.2
Sri Lanka,LKA,2002,29.2
Sri Lanka,LKA,2003,29.96999931
Sri Lanka,LKA,2004,30.20999908
Sri Lanka,LKA,2005,27.2
Sri Lanka,LKA,2006,32.08000183
Sri Lanka,LKA,2007,33.70999908
Sri Lanka,LKA,2008,31.56999969
Sri Lanka,LKA,2009,32.17
Sri Lanka,LKA,2010,31.78
Sri Lanka,LKA,2011,31.83
Sri Lanka,LKA,2012,30.89
Sri Lanka,LKA,2013,33.08
Sri Lanka,LKA,2014,32.37
Sri Lanka,LKA,2015,33.15
Sri Lanka,LKA,2016,33.37
Sri Lanka,LKA,2017,34.25
Sri Lanka,LKA,2018,31.18
Sri Lanka,LKA,2019,31.9
Sudan,SDN,2008,25.3
Sudan,SDN,2011,19.62
Suriname,SUR,1990,34.49
Suriname,SUR,1992,29.66
Suriname,SUR,1993,30.97
Suriname,SUR,1995,29.04
Suriname,SUR,1999,26.25
Suriname,SUR,2009,42.86
Suriname,SUR,2010,41.67
Suriname,SUR,2011,43.22
Suriname,SUR,2012,43.78
Suriname,SUR,2013,43.03
Suriname,SUR,2014,44.47
Suriname,SUR,2015,42.19
Suriname,SUR,2016,40.3
Sweden,SWE,1975,53.06
Sweden,SWE,1990,69.93
Sweden,SWE,1991,68.61
Sweden,SWE,1992,66.09
Sweden,SWE,1993,62.5
Sweden,SWE,1994,61.33
Sweden,SWE,1995,60.97
Sweden,SWE,1996,52.45
Sweden,SWE,1997,50.99
Sweden,SWE,1998,50.58
Sweden,SWE,1999,52.55
Sweden,SWE,2000,53.64
Sweden,SWE,2001,56.04
Sweden,SWE,2002,56.01
Sweden,SWE,2003,55.96
Sweden,SWE,2004,54.94
Sweden,SWE,2005,54.44
Sweden,SWE,2006,54.94
Sweden,SWE,2007,55.83
Sweden,SWE,2008,55.88
Sweden,SWE,2009,54.63
Sweden,SWE,2010,61.39
Sweden,SWE,2011,62.6
Sweden,SWE,2012,63
Sweden,SWE,2013,63.27
Sweden,SWE,2014,63.8
Sweden,SWE,2015,64.44
Sweden,SWE,2016,65.08
Sweden,SWE,2017,65.7
Sweden,SWE,2018,66.23
Sweden,SWE,2019,66.1
Sweden,SWE,2020,64.56
Switzerland,CHE,1978,33.69
Switzerland,CHE,1979,34.33
Switzerland,CHE,1980,35.32
Switzerland,CHE,1985,37.22
Switzerland,CHE,1986,38.04
Switzerland,CHE,1988,40.46
Switzerland,CHE,1989,41.76
Switzerland,CHE,1990,43.31
Switzerland,CHE,1991,55.38
Switzerland,CHE,1992,55.11
Switzerland,CHE,1993,54.34
Switzerland,CHE,1994,53.74
Switzerland,CHE,1995,53.66
Switzerland,CHE,1996,54.7
Switzerland,CHE,1997,54.68
Switzerland,CHE,1998,55.77
Switzerland,CHE,1999,56.11
Switzerland,CHE,2000,55.83
Switzerland,CHE,2001,56.79
Switzerland,CHE,2002,57.47
Switzerland,CHE,2003,56.79
Switzerland,CHE,2004,56.3
Switzerland,CHE,2005,56.32
Switzerland,CHE,2006,56.95
Switzerland,CHE,2007,57.23
Switzerland,CHE,2008,58.86
Switzerland,CHE,2009,58.78
Switzerland,CHE,2010,56.86
Switzerland,CHE,2011,57.63
Switzerland,CHE,2012,57.96
Switzerland,CHE,2013,58.14
Switzerland,CHE,2014,58.82
Switzerland,CHE,2015,59.22
Switzerland,CHE,2016,59.69
Switzerland,CHE,2017,59.44
Switzerland,CHE,2018,59.7
Switzerland,CHE,2019,60.02
Switzerland,CHE,2020,59.39
Syria,SYR,1993,19.5
Syria,SYR,1995,23
Syria,SYR,1997,14.6
Syria,SYR,1999,18.5
Syria,SYR,2000,20.8
Syria,SYR,2001,16.51
Syria,SYR,2002,17.8
Syria,SYR,2003,14.9
Syria,SYR,2006,11.4
Syria,SYR,2007,10.46
Syria,SYR,2008,11.16
Syria,SYR,2009,10.11
Syria,SYR,2010,10.1
Tajikistan,TJK,2003,43.1
Tajikistan,TJK,2004,47.79
Tajikistan,TJK,2009,27.95
Tajikistan,TJK,2016,30.86
Tanzania,TZA,2001,81.9
Tanzania,TZA,2006,83.3
Tanzania,TZA,2011,77.41
Tanzania,TZA,2013,71.16
Tanzania,TZA,2014,77.97
Thailand,THA,1976,58.43
Thailand,THA,1978,67.03
Thailand,THA,1979,64.23
Thailand,THA,1980,79.98
Thailand,THA,1982,66.69
Thailand,THA,1984,67.39
Thailand,THA,1987,72.87
Thailand,THA,1988,76.57
Thailand,THA,1989,77.73
Thailand,THA,1990,76.11
Thailand,THA,1994,70.36
Thailand,THA,1996,66.02
Thailand,THA,1997,66.98
Thailand,THA,1998,58.08000183
Thailand,THA,1999,58.5
Thailand,THA,2000,58.81999969
Thailand,THA,2001,59.72999954
Thailand,THA,2002,60.75
Thailand,THA,2003,61.56999969
Thailand,THA,2004,61.68000031
Thailand,THA,2005,61.81999969
Thailand,THA,2006,62.52000046
Thailand,THA,2007,62.86999893
Thailand,THA,2008,63.04000092
Thailand,THA,2009,63.43
Thailand,THA,2010,63.28
Thailand,THA,2011,65.36
Thailand,THA,2012,64.88
Thailand,THA,2013,61.92
Thailand,THA,2014,61.18
Thailand,THA,2015,60.73
Thailand,THA,2016,59.75
Thailand,THA,2017,58.89
Thailand,THA,2018,59.21
Thailand,THA,2019,58.57
Thailand,THA,2020,58.54
Timor,TLS,2001,32.1
Timor,TLS,2010,25.66
Timor,TLS,2013,19.06
Timor,TLS,2016,57.53
Togo,TGO,2006,77.7
Togo,TGO,2011,75.13
Togo,TGO,2014,60.08
Togo,TGO,2015,60.19
Togo,TGO,2017,54.34
Tonga,TON,1984,18.58
Tonga,TON,2003,31.67
Tonga,TON,2018,36.97
Trinidad and Tobago,TTO,1971,17.13
Trinidad and Tobago,TTO,1974,17.72
Trinidad and Tobago,TTO,1978,19.89
Trinidad and Tobago,TTO,1979,30.59
Trinidad and Tobago,TTO,1981,32.47
Trinidad and Tobago,TTO,1983,32.4
Trinidad and Tobago,TTO,1985,33.16
Trinidad and Tobago,TTO,1986,31.58
Trinidad and Tobago,TTO,1987,29.63
Trinidad and Tobago,TTO,1988,32.26
Trinidad and Tobago,TTO,1989,31.08
Trinidad and Tobago,TTO,1990,28.68
Trinidad and Tobago,TTO,1991,34.52000046
Trinidad and Tobago,TTO,1992,33.6
Trinidad and Tobago,TTO,1993,33.27000046
Trinidad and Tobago,TTO,1994,34.4
Trinidad and Tobago,TTO,1995,35.68999863
Trinidad and Tobago,TTO,1996,36.95999908
Trinidad and Tobago,TTO,1997,36.9
Trinidad and Tobago,TTO,1998,38.11000061
Trinidad and Tobago,TTO,1999,38.79999924
Trinidad and Tobago,TTO,2000,39.85
Trinidad and Tobago,TTO,2002,40.58000183
Trinidad and Tobago,TTO,2005,46.65000153
Trinidad and Tobago,TTO,2006,48.52000046
Trinidad and Tobago,TTO,2007,47.63
Trinidad and Tobago,TTO,2008,49.63
Trinidad and Tobago,TTO,2009,47.89
Trinidad and Tobago,TTO,2010,47.34
Trinidad and Tobago,TTO,2011,46.31
Trinidad and Tobago,TTO,2012,48.47
Trinidad and Tobago,TTO,2013,48.79
Trinidad and Tobago,TTO,2014,49.72
Trinidad and Tobago,TTO,2015,47.91
Trinidad and Tobago,TTO,2016,48.03
Tunisia,TUN,1989,15.87
Tunisia,TUN,1994,18.74
Tunisia,TUN,2005,20.04
Tunisia,TUN,2006,20.7
Tunisia,TUN,2007,20.78
Tunisia,TUN,2008,20.79
Tunisia,TUN,2009,20.14
Tunisia,TUN,2010,20.14
Tunisia,TUN,2011,18.07
Tunisia,TUN,2012,19.17
Tunisia,TUN,2013,19.69
Tunisia,TUN,2015,20.25
Tunisia,TUN,2016,20.36
Tunisia,TUN,2017,20.49
Turkey,TUR,1988,32.98
Turkey,TUR,1989,34.41
Turkey,TUR,1990,31.25
Turkey,TUR,1991,31.7
Turkey,TUR,1992,30.2
Turkey,TUR,1993,24.29
Turkey,TUR,1994,28.77
Turkey,TUR,1995,28.67
Turkey,TUR,1996,28.74
Turkey,TUR,1997,26.58
Turkey,TUR,1998,27.28
Turkey,TUR,1999,27.74
Turkey,TUR,2000,24.9
Turkey,TUR,2001,25.11
Turkey,TUR,2002,25.27
Turkey,TUR,2003,23.9
Turkey,TUR,2004,20.77
Turkey,TUR,2005,20.69
Turkey,TUR,2006,20.97
Turkey,TUR,2007,21.02
Turkey,TUR,2008,21.62
Turkey,TUR,2009,22.3
Turkey,TUR,2010,24.03
Turkey,TUR,2011,25.55
Turkey,TUR,2012,26.32
Turkey,TUR,2013,27.1
Turkey,TUR,2014,26.66
Turkey,TUR,2015,27.45
Turkey,TUR,2016,28
Turkey,TUR,2017,28.87
Turkey,TUR,2018,29.43
Turkey,TUR,2019,28.68
Turkey,TUR,2020,26.26
Tuvalu,TUV,2002,42.79
Tuvalu,TUV,2016,32.12
Uganda,UGA,1991,74.02
Uganda,UGA,1997,60.9
Uganda,UGA,2003,35.71
Uganda,UGA,2005,79
Uganda,UGA,2009,75.4
Uganda,UGA,2012,62.9
Uganda,UGA,2017,36.5
Ukraine,UKR,2004,52.87
Ukraine,UKR,2005,53.14
Ukraine,UKR,2006,53.02
Ukraine,UKR,2007,53.69
Ukraine,UKR,2008,54.04
Ukraine,UKR,2009,53.87
Ukraine,UKR,2014,51.9
Ukraine,UKR,2015,51.7
Ukraine,UKR,2016,51.6
Ukraine,UKR,2017,51.36
Ukraine,UKR,2018,52.53
Ukraine,UKR,2019,45.38
United Arab Emirates,ARE,1975,9.73
United Arab Emirates,ARE,1980,15.31
United Arab Emirates,ARE,1995,30.6
United Arab Emirates,ARE,2005,35.13
United Arab Emirates,ARE,2008,36.81
United Arab Emirates,ARE,2009,37.52
United Arab Emirates,ARE,2017,49.05
United Arab Emirates,ARE,2018,49.61
United Arab Emirates,ARE,2019,54.54
United Kingdom,GBR,1978,34.11
United Kingdom,GBR,1979,35.07
United Kingdom,GBR,1980,35.09
United Kingdom,GBR,1983,41.2
United Kingdom,GBR,1984,42.43
United Kingdom,GBR,1985,43.35
United Kingdom,GBR,1986,43.81
United Kingdom,GBR,1987,44.76
United Kingdom,GBR,1988,46.26
United Kingdom,GBR,1989,48.38
United Kingdom,GBR,1990,48.98
United Kingdom,GBR,1991,48.4
United Kingdom,GBR,1992,48.51
United Kingdom,GBR,1993,48.41
United Kingdom,GBR,1994,48.63
United Kingdom,GBR,1995,48.84
United Kingdom,GBR,1996,49.55
United Kingdom,GBR,1997,50.21
United Kingdom,GBR,1998,50.47
United Kingdom,GBR,1999,51.02
United Kingdom,GBR,2000,51.56
United Kingdom,GBR,2001,51.86
United Kingdom,GBR,2002,52.26
United Kingdom,GBR,2003,52.34
United Kingdom,GBR,2004,52.63
United Kingdom,GBR,2005,53.02
United Kingdom,GBR,2006,53.13
United Kingdom,GBR,2007,52.92
United Kingdom,GBR,2008,53.12
United Kingdom,GBR,2009,52.54
United Kingdom,GBR,2010,52.21
United Kingdom,GBR,2011,52.08
United Kingdom,GBR,2012,52.24
United Kingdom,GBR,2013,52.77
United Kingdom,GBR,2014,53.71
United Kingdom,GBR,2015,54.27
United Kingdom,GBR,2016,54.8
United Kingdom,GBR,2017,55.35
United Kingdom,GBR,2018,55.74
United Kingdom,GBR,2019,56.39
United States,USA,1960,35.5
United States,USA,1961,35.4
United States,USA,1962,35.6
United States,USA,1963,35.8
United States,USA,1964,36.3
United States,USA,1965,37.1
United States,USA,1966,38.3
United States,USA,1967,39
United States,USA,1968,39.6
United States,USA,1969,40.7
United States,USA,1970,40.8
United States,USA,1971,40.4
United States,USA,1972,41
United States,USA,1973,42
United States,USA,1974,42.6
United States,USA,1975,42
United States,USA,1976,43.2
United States,USA,1977,44.5
United States,USA,1978,46.4
United States,USA,1979,47.5
United States,USA,1980,47.7
United States,USA,1981,48
United States,USA,1982,47.7
United States,USA,1983,48
United States,USA,1984,49.5
United States,USA,1985,50.4
United States,USA,1986,51.4
United States,USA,1987,52.5
United States,USA,1988,53.4
United States,USA,1989,54.3
United States,USA,1990,54.3
United States,USA,1991,53.7
United States,USA,1992,53.8
United States,USA,1993,54.1
United States,USA,1994,55.3
United States,USA,1995,55.7
United States,USA,1996,56.1
United States,USA,1997,56.86
United States,USA,1998,57.08
United States,USA,1999,57.43
United States,USA,2000,57.48
United States,USA,2001,57
United States,USA,2002,56.28
United States,USA,2003,56.13
United States,USA,2004,55.97
United States,USA,2005,56.24
United States,USA,2006,56.62
United States,USA,2007,56.64
United States,USA,2008,56.25
United States,USA,2009,54.42
United States,USA,2010,53.57
United States,USA,2011,53.19
United States,USA,2012,53.13
United States,USA,2013,53.16
United States,USA,2014,53.52
United States,USA,2015,53.74
United States,USA,2016,54.08
United States,USA,2017,54.58
United States,USA,2018,54.89
United States,USA,2019,55.36
United States,USA,2020,51.51
Uruguay,URY,1998,43.57
Uruguay,URY,1999,42.18
Uruguay,URY,2000,41.56
Uruguay,URY,2001,41.51
Uruguay,URY,2002,39.56
Uruguay,URY,2003,39.43
Uruguay,URY,2004,41.28
Uruguay,URY,2005,42.65
Uruguay,URY,2006,44.59
Uruguay,URY,2007,46.99
Uruguay,URY,2008,48.82
Uruguay,URY,2009,49.65
Uruguay,URY,2010,49.91
Uruguay,URY,2011,52.31
Uruguay,URY,2012,51.95
Uruguay,URY,2013,50.88
Uruguay,URY,2014,52.18
Uruguay,URY,2015,51.33
Uruguay,URY,2016,51.03
Uruguay,URY,2017,50.76
Uruguay,URY,2018,50.32
Uruguay,URY,2019,49.92
Uruguay,URY,2020,47.93
Uzbekistan,UZB,2002,32.74
Uzbekistan,UZB,2003,33.22
Uzbekistan,UZB,2004,37.2
Uzbekistan,UZB,2005,37.52
Uzbekistan,UZB,2006,38.12
Uzbekistan,UZB,2007,37.64
Uzbekistan,UZB,2009,63.5
Uzbekistan,UZB,2010,62.4
Uzbekistan,UZB,2011,61.7
Uzbekistan,UZB,2012,62.2
Uzbekistan,UZB,2013,63.2
Uzbekistan,UZB,2014,63.8
Uzbekistan,UZB,2015,64.5
Uzbekistan,UZB,2016,65.2
Uzbekistan,UZB,2017,66
Uzbekistan,UZB,2019,58.9
Vanuatu,VUT,2006,66.29
Vanuatu,VUT,2009,57.09
Vanuatu,VUT,2010,57.18
Vanuatu,VUT,2019,41.93
Venezuela,VEN,1984,27.04
Venezuela,VEN,1985,27.31
Venezuela,VEN,1986,27.58
Venezuela,VEN,1987,28.8
Venezuela,VEN,1988,29.39
Venezuela,VEN,1989,31.63
Venezuela,VEN,1990,32.59000015
Venezuela,VEN,1991,34.70000076
Venezuela,VEN,1992,35.36000061
Venezuela,VEN,1993,34.13999939
Venezuela,VEN,1994,33.73
Venezuela,VEN,1995,35.77999878
Venezuela,VEN,1996,36.3
Venezuela,VEN,1997,38.40999985
Venezuela,VEN,1998,41.5
Venezuela,VEN,1999,40.63000107
Venezuela,VEN,2000,40.52999878
Venezuela,VEN,2001,43.22999954
Venezuela,VEN,2002,44.43
Venezuela,VEN,2004,44.79000092
Venezuela,VEN,2005,43.58
Venezuela,VEN,2006,45.22
Venezuela,VEN,2007,45.82
Venezuela,VEN,2008,46.54
Venezuela,VEN,2009,46.92
Venezuela,VEN,2010,46.05
Venezuela,VEN,2011,45.96
Venezuela,VEN,2012,45.87
Venezuela,VEN,2013,46.61000061
Venezuela,VEN,2016,45.16
Venezuela,VEN,2017,50.51
Vietnam,VNM,1996,71.3
Vietnam,VNM,1997,69
Vietnam,VNM,1998,68.8
Vietnam,VNM,1999,68.7
Vietnam,VNM,2000,67.4
Vietnam,VNM,2001,67.3
Vietnam,VNM,2002,67.4
Vietnam,VNM,2003,66.7
Vietnam,VNM,2004,65.95
Vietnam,VNM,2007,69.17
Vietnam,VNM,2009,70.37
Vietnam,VNM,2010,70.8
Vietnam,VNM,2011,70.93
Vietnam,VNM,2012,71.08
Vietnam,VNM,2013,71.82
Vietnam,VNM,2014,71.89
Vietnam,VNM,2015,71.26
Vietnam,VNM,2016,70.73
Vietnam,VNM,2017,70.23
Vietnam,VNM,2018,69.72
Vietnam,VNM,2019,62.51
Vietnam,VNM,2020,60.43
Yemen,YEM,1999,20
Yemen,YEM,2004,5.8
Yemen,YEM,2005,5.8
Yemen,YEM,2006,6.1
Yemen,YEM,2007,6.1
Yemen,YEM,2008,6
Yemen,YEM,2009,5.94
Yemen,YEM,2010,4.51
Yemen,YEM,2014,4.46
Zambia,ZMB,1986,53.5
Zambia,ZMB,1991,41.9
Zambia,ZMB,1998,50
Zambia,ZMB,2017,24.27
Zambia,ZMB,2018,21.44
Zambia,ZMB,2019,23.17
Zimbabwe,ZWE,1987,60.99
Zimbabwe,ZWE,1997,64.2
Zimbabwe,ZWE,1999,61.51
Zimbabwe,ZWE,2004,73.95
Zimbabwe,ZWE,2011,72.83
Zimbabwe,ZWE,2012,52.35
Zimbabwe,ZWE,2014,76.1
Zimbabwe,ZWE,2019,28.42
